,Unnamed: 0,Date, Time, Left_pos.x, Left_pos.y, Left_pos.z, Left_rot.x, Left_rot.y, Left_rot.z, EDA, BVP, TMP, combined_x, combined_y, combined_z, r_bit, r_open, r_dir_x, r_dir_y, r_dir_z, r_gaze_origin_x, r_gaze_origin_y, r_gaze_origin_z, r_pupil, r_pupil_pos, r_pupil_pos_x, r_pupil_pos_y, r_frown, r_squeeze, r_widel_bit, l_open, l_dir_x, l_dir_y, l_dir_z, l_gaze_origin_x, l_gaze_origin_y, l_gaze_origin_z, l_pupil, l_pupil_pos, l_pupil_pos_x, l_pupil_pos_y, l_frown, l_squeeze, l_wide
13,13,20210608, 15:46:14,-0.06484342,1.261456,-0.2144188,-0.02703051,0.6984381,-0.002009531, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06484985,-0.06105042,0.9960175,31,1,-0.1562805,-0.08131409,0.9843445,-33.06461,3.867111,-30.42441,4.345505,0.5814901,0.4882659,0,0,0,31,1,-0.003540039,-0.04722595,0.9988708,37.64752,1.990234,-30.06383,4.963623,0.3264754,0.5300617,0,0,0,
14,14,20210608, 15:46:14,-0.06484342,1.261456,-0.2144188,-0.02703051,0.6984381,-0.002009531, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06484985,-0.06105042,0.9960175,31,1,-0.1562805,-0.08131409,0.9843445,-33.06461,3.867111,-30.42441,4.345505,0.5814901,0.4882659,0,0,0,31,1,-0.003540039,-0.04722595,0.9988708,37.64752,1.990234,-30.06383,4.963623,0.3264754,0.5300617,0,0,0,
15,15,20210608, 15:46:14,-0.06470776,1.26128,-0.2144209,-0.0267196,0.6984738,-0.002526885, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06513977,-0.06460571,0.9957733,31,1,-0.1588135,-0.08552551,0.9835815,-33.06589,3.867111,-30.42441,4.320602,0.5818235,0.4887657,0,0,0,31,1,-0.001998901,-0.05024719,0.9987335,37.64046,1.984589,-30.04837,4.930145,0.3266106,0.5304481,0,0,0,
16,16,20210608, 15:46:14,-0.06470776,1.26128,-0.2144209,-0.0267196,0.6984738,-0.002526885, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06513977,-0.06460571,0.9957733,31,1,-0.1588135,-0.08552551,0.9835815,-33.06589,3.867111,-30.42441,4.320602,0.5818235,0.4887657,0,0,0,31,1,-0.001998901,-0.05024719,0.9987335,37.64046,1.984589,-30.04837,4.930145,0.3266106,0.5304481,0,0,0,
17,17,20210608, 15:46:14,-0.06470776,1.26128,-0.2144209,-0.0267196,0.6984738,-0.002526885, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06513977,-0.06460571,0.9957733,31,1,-0.1588135,-0.08552551,0.9835815,-33.06589,3.867111,-30.42441,4.320602,0.5818235,0.4887657,0,0,0,31,1,-0.001998901,-0.05024719,0.9987335,37.64046,1.984589,-30.04837,4.930145,0.3266106,0.5304481,0,0,0,
18,18,20210608, 15:46:14,-0.06463337,1.261137,-0.214412,-0.02638117,0.6985095,-0.002946171, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06513977,-0.06460571,0.9957733,31,1,-0.1588135,-0.08552551,0.9835815,-33.06589,3.867111,-30.42441,4.320602,0.5818235,0.4887657,0,0,0,31,1,-0.001998901,-0.05024719,0.9987335,37.64046,1.984589,-30.04837,4.930145,0.3266106,0.5304481,0,0,0,
19,19,20210608, 15:46:14,-0.06463337,1.261137,-0.214412,-0.02638117,0.6985095,-0.002946171, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06513977,-0.06460571,0.9957733,31,1,-0.1588135,-0.08552551,0.9835815,-33.06589,3.867111,-30.42441,4.320602,0.5818235,0.4887657,0,0,0,31,1,-0.001998901,-0.05024719,0.9987335,37.64046,1.984589,-30.04837,4.930145,0.3266106,0.5304481,0,0,0,
20,20,20210608, 15:46:14,-0.06463337,1.261137,-0.214412,-0.02638117,0.6985095,-0.002946171, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe gsr O,-0.06513977,-0.06460571,0.9957733,31,1,-0.1588135,-0.08552551,0.9835815,-33.06589,3.867111,-30.42441,4.320602,0.5818235,0.4887657,0,0,0,31,1,-0.001998901,-0.05024719,0.9987335,37.64046,1.984589,-30.04837,4.930145,0.3266106,0.5304481,0,0,0,
21,21,20210608, 15:46:14,-0.06458926,1.261074,-0.2144349,-0.02606694,0.6985391,-0.003276627, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe bvp O,-0.0662384,-0.06509399,0.9956665,31,1,-0.163147,-0.08699036,0.9827423,-33.06793,3.875412,-30.43648,4.304413,0.58242,0.4887657,0,0,0,31,1,-0.000808716,-0.05003357,0.9987335,37.64027,1.983795,-30.04837,4.929855,0.3264754,0.5304481,0,0,0,
22,22,20210608, 15:46:14,-0.06458926,1.261074,-0.2144349,-0.02606694,0.6985391,-0.003276627, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe bvp O,-0.0662384,-0.06509399,0.9956665,31,1,-0.163147,-0.08699036,0.9827423,-33.06793,3.875412,-30.43648,4.304413,0.58242,0.4887657,0,0,0,31,1,-0.000808716,-0.05003357,0.9987335,37.64027,1.983795,-30.04837,4.929855,0.3264754,0.5304481,0,0,0,
23,23,20210608, 15:46:14,-0.06458926,1.261074,-0.2144349,-0.02606694,0.6985391,-0.003276627, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe bvp O,-0.0662384,-0.06509399,0.9956665,31,1,-0.163147,-0.08699036,0.9827423,-33.06793,3.875412,-30.43648,4.304413,0.58242,0.4887657,0,0,0,31,1,-0.000808716,-0.05003357,0.9987335,37.64027,1.983795,-30.04837,4.929855,0.3264754,0.5304481,0,0,0,
24,24,20210608, 15:46:14,-0.06461644,1.261036,-0.2144527,-0.02600298,0.6985442,-0.003351936, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
25,25,20210608, 15:46:14,-0.06461644,1.261036,-0.2144527,-0.02600298,0.6985442,-0.003351936, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
26,26,20210608, 15:46:14,-0.06461644,1.261036,-0.2144527,-0.02600298,0.6985442,-0.003351936, E4_Gsr 1623134773.728 0.1191494, , R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
27,27,20210608, 15:46:14,-0.06459117,1.261112,-0.2145045,-0.0262637,0.6984908,-0.00331056, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
28,28,20210608, 15:46:14,-0.06459117,1.261112,-0.2145045,-0.0262637,0.6984908,-0.00331056, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
29,29,20210608, 15:46:14,-0.06459117,1.261112,-0.2145045,-0.0262637,0.6984908,-0.00331056, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
30,30,20210608, 15:46:14,-0.06459332,1.261161,-0.2145619,-0.0264015,0.6986228,-0.003470964, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
31,31,20210608, 15:46:14,-0.06459332,1.261161,-0.2145619,-0.0264015,0.6986228,-0.003470964, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
32,32,20210608, 15:46:14,-0.06459332,1.261161,-0.2145619,-0.0264015,0.6986228,-0.003470964, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01145935,-0.03504944,0.9993134,31,1,-0.1713104,-0.07023621,0.9826965,-33.07442,3.677063,-29.69167,4.203491,0.582834,0.487028,0,0,0,31,1,-0.01144409,-0.03503418,0.9993134,37.60793,2.065125,-30.22534,4.694351,0.3289945,0.5273144,0,0,0,
33,33,20210608, 15:46:14,-0.06455708,1.261254,-0.2146634,-0.02678101,0.6987165,-0.003478468, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.00869751,-0.03448486,0.9993591,31,1,-0.172821,-0.07022095,0.9824371,-33.07477,3.679001,-29.69707,4.203629,0.5830325,0.4870155,0,0,0,31,1,-0.008651733,-0.03448486,0.9993591,37.6064,2.05751,-30.20787,4.660538,0.3287928,0.5273144,0,0,0,
34,34,20210608, 15:46:14,-0.06455708,1.261254,-0.2146634,-0.02678101,0.6987165,-0.003478468, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.00869751,-0.03448486,0.9993591,31,1,-0.172821,-0.07022095,0.9824371,-33.07477,3.679001,-29.69707,4.203629,0.5830325,0.4870155,0,0,0,31,1,-0.008651733,-0.03448486,0.9993591,37.6064,2.05751,-30.20787,4.660538,0.3287928,0.5273144,0,0,0,
35,35,20210608, 15:46:14,-0.06455708,1.261254,-0.2146634,-0.02678101,0.6987165,-0.003478468, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.00869751,-0.03448486,0.9993591,31,1,-0.172821,-0.07022095,0.9824371,-33.07477,3.679001,-29.69707,4.203629,0.5830325,0.4870155,0,0,0,31,1,-0.008651733,-0.03448486,0.9993591,37.6064,2.05751,-30.20787,4.660538,0.3287928,0.5273144,0,0,0,
36,36,20210608, 15:46:14,-0.06449628,1.261298,-0.2147542,-0.02697008,0.6989976,-0.003229677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.00869751,-0.03448486,0.9993591,31,1,-0.172821,-0.07022095,0.9824371,-33.07477,3.679001,-29.69707,4.203629,0.5830325,0.4870155,0,0,0,31,1,-0.008651733,-0.03448486,0.9993591,37.6064,2.05751,-30.20787,4.660538,0.3287928,0.5273144,0,0,0,
37,37,20210608, 15:46:14,-0.06449628,1.261298,-0.2147542,-0.02697008,0.6989976,-0.003229677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.00869751,-0.03448486,0.9993591,31,1,-0.172821,-0.07022095,0.9824371,-33.07477,3.679001,-29.69707,4.203629,0.5830325,0.4870155,0,0,0,31,1,-0.008651733,-0.03448486,0.9993591,37.6064,2.05751,-30.20787,4.660538,0.3287928,0.5273144,0,0,0,
38,38,20210608, 15:46:14,-0.06449628,1.261298,-0.2147542,-0.02697008,0.6989976,-0.003229677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.00869751,-0.03448486,0.9993591,31,1,-0.172821,-0.07022095,0.9824371,-33.07477,3.679001,-29.69707,4.203629,0.5830325,0.4870155,0,0,0,31,1,-0.008651733,-0.03448486,0.9993591,37.6064,2.05751,-30.20787,4.660538,0.3287928,0.5273144,0,0,0,
39,39,20210608, 15:46:14,-0.06462359,1.261209,-0.214824,-0.02706109,0.6990376,-0.003206525, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01629639,-0.03173828,0.9993591,31,1,-0.149353,-0.05073547,0.9874725,-33.16759,3.595093,-29.30186,4.01828,0.5829289,0.4839276,0,0,0,31,1,-0.01141357,-0.03102112,0.9994507,37.54462,2.067902,-30.15543,4.560455,0.3315347,0.5260253,0,0,0,
40,40,20210608, 15:46:14,-0.06462359,1.261209,-0.214824,-0.02706109,0.6990376,-0.003206525, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01629639,-0.03173828,0.9993591,31,1,-0.149353,-0.05073547,0.9874725,-33.16759,3.595093,-29.30186,4.01828,0.5829289,0.4839276,0,0,0,31,1,-0.01141357,-0.03102112,0.9994507,37.54462,2.067902,-30.15543,4.560455,0.3315347,0.5260253,0,0,0,
41,41,20210608, 15:46:14,-0.06462359,1.261209,-0.214824,-0.02706109,0.6990376,-0.003206525, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.01629639,-0.03173828,0.9993591,31,1,-0.149353,-0.05073547,0.9874725,-33.16759,3.595093,-29.30186,4.01828,0.5829289,0.4839276,0,0,0,31,1,-0.01141357,-0.03102112,0.9994507,37.54462,2.067902,-30.15543,4.560455,0.3315347,0.5260253,0,0,0,
42,42,20210608, 15:46:14,-0.06458902,1.261182,-0.2148234,-0.02706949,0.6990565,-0.00339939, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.1436005,-0.1287384,0.9812164,31,1,-0.1444397,-0.1289978,0.9810638,-32.69968,3.527344,-29.62604,3.923782,0.5664024,0.4984162,0,0,0,31,1,0.04205322,-0.0700531,0.9966431,37.8813,1.598007,-29.25002,4.572433,0.3145903,0.5383808,0,0,0,
43,43,20210608, 15:46:14,-0.06458902,1.261182,-0.2148234,-0.02706949,0.6990565,-0.00339939, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.1436005,-0.1287384,0.9812164,31,1,-0.1444397,-0.1289978,0.9810638,-32.69968,3.527344,-29.62604,3.923782,0.5664024,0.4984162,0,0,0,31,1,0.04205322,-0.0700531,0.9966431,37.8813,1.598007,-29.25002,4.572433,0.3145903,0.5383808,0,0,0,
44,44,20210608, 15:46:14,-0.06458902,1.261182,-0.2148234,-0.02706949,0.6990565,-0.00339939, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.66249 13.00299, R device_subscribe tmp O,-0.1436005,-0.1287384,0.9812164,31,1,-0.1444397,-0.1289978,0.9810638,-32.69968,3.527344,-29.62604,3.923782,0.5664024,0.4984162,0,0,0,31,1,0.04205322,-0.0700531,0.9966431,37.8813,1.598007,-29.25002,4.572433,0.3145903,0.5383808,0,0,0,
45,45,20210608, 15:46:14,-0.06454444,1.260997,-0.214613,-0.02657014,0.6987759,-0.003700563, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,-0.02937317,-0.162262,0.9862976,31,1,-0.03475952,-0.1618805,0.9861908,-32.20576,3.348007,-30.09019,3.830811,0.536383,0.5123821,0,0,0,31,1,0.1063232,-0.1702118,0.9796448,38.31346,1.624023,-30.22108,4.493698,0.2897145,0.5582511,0,0,0,
46,46,20210608, 15:46:14,-0.06454444,1.260997,-0.214613,-0.02657014,0.6987759,-0.003700563, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,-0.02937317,-0.162262,0.9862976,31,1,-0.03475952,-0.1618805,0.9861908,-32.20576,3.348007,-30.09019,3.830811,0.536383,0.5123821,0,0,0,31,1,0.1063232,-0.1702118,0.9796448,38.31346,1.624023,-30.22108,4.493698,0.2897145,0.5582511,0,0,0,
47,47,20210608, 15:46:14,-0.06454444,1.260997,-0.214613,-0.02657014,0.6987759,-0.003700563, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,-0.02937317,-0.162262,0.9862976,31,1,-0.03475952,-0.1618805,0.9861908,-32.20576,3.348007,-30.09019,3.830811,0.536383,0.5123821,0,0,0,31,1,0.1063232,-0.1702118,0.9796448,38.31346,1.624023,-30.22108,4.493698,0.2897145,0.5582511,0,0,0,
48,48,20210608, 15:46:14,-0.06454468,1.260881,-0.2144422,-0.02609051,0.6980767,-0.003917677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,-0.02937317,-0.162262,0.9862976,31,1,-0.03475952,-0.1618805,0.9861908,-32.20576,3.348007,-30.09019,3.830811,0.536383,0.5123821,0,0,0,31,1,0.1063232,-0.1702118,0.9796448,38.31346,1.624023,-30.22108,4.493698,0.2897145,0.5582511,0,0,0,
49,49,20210608, 15:46:14,-0.06454468,1.260881,-0.2144422,-0.02609051,0.6980767,-0.003917677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,-0.02937317,-0.162262,0.9862976,31,1,-0.03475952,-0.1618805,0.9861908,-32.20576,3.348007,-30.09019,3.830811,0.536383,0.5123821,0,0,0,31,1,0.1063232,-0.1702118,0.9796448,38.31346,1.624023,-30.22108,4.493698,0.2897145,0.5582511,0,0,0,
50,50,20210608, 15:46:14,-0.06454468,1.260881,-0.2144422,-0.02609051,0.6980767,-0.003917677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,-0.02937317,-0.162262,0.9862976,31,1,-0.03475952,-0.1618805,0.9861908,-32.20576,3.348007,-30.09019,3.830811,0.536383,0.5123821,0,0,0,31,1,0.1063232,-0.1702118,0.9796448,38.31346,1.624023,-30.22108,4.493698,0.2897145,0.5582511,0,0,0,
51,51,20210608, 15:46:14,-0.06454468,1.260881,-0.2144422,-0.02609051,0.6980767,-0.003917677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,0.04866028,-0.1780853,0.9828033,31,1,-0.008331299,-0.1816406,0.9833221,-31.95822,3.426712,-30.55807,3.859421,0.5249094,0.5162988,0,0,0,31,1,0.1699982,-0.1685181,0.9709167,38.43745,1.44223,-30.17128,4.699585,0.2768951,0.5639522,0,0,0,
52,52,20210608, 15:46:14,-0.06454468,1.260881,-0.2144422,-0.02609051,0.6980767,-0.003917677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,0.04866028,-0.1780853,0.9828033,31,1,-0.008331299,-0.1816406,0.9833221,-31.95822,3.426712,-30.55807,3.859421,0.5249094,0.5162988,0,0,0,31,1,0.1699982,-0.1685181,0.9709167,38.43745,1.44223,-30.17128,4.699585,0.2768951,0.5639522,0,0,0,
53,53,20210608, 15:46:14,-0.06454468,1.260881,-0.2144422,-0.02609051,0.6980767,-0.003917677, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,0.04866028,-0.1780853,0.9828033,31,1,-0.008331299,-0.1816406,0.9833221,-31.95822,3.426712,-30.55807,3.859421,0.5249094,0.5162988,0,0,0,31,1,0.1699982,-0.1685181,0.9709167,38.43745,1.44223,-30.17128,4.699585,0.2768951,0.5639522,0,0,0,
54,54,20210608, 15:46:14,-0.06454921,1.260802,-0.2141624,-0.02561398,0.6973904,-0.003785164, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,0.2354126,-0.1999969,0.9510803,31,1,0.04785156,-0.2154999,0.9753265,-31.78244,3.37204,-30.51483,3.732162,0.511852,0.5220129,0,0,0,31,1,0.2373047,-0.1997986,0.9506531,38.66299,1.313828,-29.77724,4.438278,0.2613928,0.5686272,0,0,0,
55,55,20210608, 15:46:14,-0.06454921,1.260802,-0.2141624,-0.02561398,0.6973904,-0.003785164, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,0.2354126,-0.1999969,0.9510803,31,1,0.04785156,-0.2154999,0.9753265,-31.78244,3.37204,-30.51483,3.732162,0.511852,0.5220129,0,0,0,31,1,0.2373047,-0.1997986,0.9506531,38.66299,1.313828,-29.77724,4.438278,0.2613928,0.5686272,0,0,0,
56,56,20210608, 15:46:14,-0.06454921,1.260802,-0.2141624,-0.02561398,0.6973904,-0.003785164, E4_Gsr 1623134773.728 0.1191494, E4_Bvp 1623134774.83437 -5.660278, R device_subscribe tmp O,0.2354126,-0.1999969,0.9510803,31,1,0.04785156,-0.2154999,0.9753265,-31.78244,3.37204,-30.51483,3.732162,0.511852,0.5220129,0,0,0,31,1,0.2373047,-0.1997986,0.9506531,38.66299,1.313828,-29.77724,4.438278,0.2613928,0.5686272,0,0,0,
