,Unnamed: 0,Date, Time, Left_pos.x, Left_pos.y, Left_pos.z, Left_rot.x, Left_rot.y, Left_rot.z, EDA, BVP, TMP, combined_x, combined_y, combined_z, r_bit, r_open, r_dir_x, r_dir_y, r_dir_z, r_gaze_origin_x, r_gaze_origin_y, r_gaze_origin_z, r_pupil, r_pupil_pos, r_pupil_pos_x, r_pupil_pos_y, r_frown, r_squeeze, r_widel_bit, l_open, l_dir_x, l_dir_y, l_dir_z, l_gaze_origin_x, l_gaze_origin_y, l_gaze_origin_z, l_pupil, l_pupil_pos, l_pupil_pos_x, l_pupil_pos_y, l_frown, l_squeeze, l_wide
16,16,20210608, 16:21:02,0.08492589,1.279647,-0.1867239,-0.08673652,0.7769269,0.1220264, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,-1,-1,-1,24,0.1104156,0,0,0,-32.53297,0.6569519,-36.00928,-1,0.5247751,0.6969573,0,0,0,8,0,0,0,0,37.07994,1.420822,-31.88538,-1,-1,-1,0,0,0,
17,17,20210608, 16:21:02,0.08492589,1.279647,-0.1867239,-0.08673652,0.7769269,0.1220264, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,-1,-1,-1,24,0.1104156,0,0,0,-32.53297,0.6569519,-36.00928,-1,0.5247751,0.6969573,0,0,0,8,0,0,0,0,37.07994,1.420822,-31.88538,-1,-1,-1,0,0,0,
18,18,20210608, 16:21:02,0.08483219,1.279604,-0.1867916,-0.08656958,0.7769817,0.1219291, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,0.1073608,-0.5551147,0.8247986,31,0.06772968,0.1073608,-0.5551147,0.8247986,-34.12909,0.7400665,-35.355,2.686996,0.5904135,0.7148276,0,0,0,8,0,0,0,0,37.07994,1.420822,-31.88538,-1,-1,-1,0,0,0,
19,19,20210608, 16:21:02,0.08483219,1.279604,-0.1867916,-0.08656958,0.7769817,0.1219291, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,0.1073608,-0.5551147,0.8247986,31,0.06772968,0.1073608,-0.5551147,0.8247986,-34.12909,0.7400665,-35.355,2.686996,0.5904135,0.7148276,0,0,0,8,0,0,0,0,37.07994,1.420822,-31.88538,-1,-1,-1,0,0,0,
20,20,20210608, 16:21:02,0.08483219,1.279604,-0.1867916,-0.08656958,0.7769817,0.1219291, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,0.1073608,-0.5551147,0.8247986,31,0.06772968,0.1073608,-0.5551147,0.8247986,-34.12909,0.7400665,-35.355,2.686996,0.5904135,0.7148276,0,0,0,8,0,0,0,0,37.07994,1.420822,-31.88538,-1,-1,-1,0,0,0,
21,21,20210608, 16:21:02,0.08484077,1.279618,-0.1867731,-0.08654308,0.7769572,0.1219626, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,-0.02746582,-0.500412,0.8653412,24,0.1195404,0,0,0,-34.12909,0.7400665,-35.355,-1,0.6482569,0.6715213,0,0,0,31,0,-0.02746582,-0.500412,0.8653412,35.85315,3.490585,-30.69841,3.585709,0.3923341,0.5429059,0,0,0,
22,22,20210608, 16:21:02,0.08484077,1.279618,-0.1867731,-0.08654308,0.7769572,0.1219626, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,-0.02746582,-0.500412,0.8653412,24,0.1195404,0,0,0,-34.12909,0.7400665,-35.355,-1,0.6482569,0.6715213,0,0,0,31,0,-0.02746582,-0.500412,0.8653412,35.85315,3.490585,-30.69841,3.585709,0.3923341,0.5429059,0,0,0,
23,23,20210608, 16:21:02,0.08484077,1.279618,-0.1867731,-0.08654308,0.7769572,0.1219626, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe gsr O,-0.02746582,-0.500412,0.8653412,24,0.1195404,0,0,0,-34.12909,0.7400665,-35.355,-1,0.6482569,0.6715213,0,0,0,31,0,-0.02746582,-0.500412,0.8653412,35.85315,3.490585,-30.69841,3.585709,0.3923341,0.5429059,0,0,0,
24,24,20210608, 16:21:02,0.08482265,1.279595,-0.1867322,-0.08658731,0.7768161,0.1221231, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe bvp O,0.02526855,-0.3920593,0.9195862,24,0.1537845,0,0,0,-35.15001,1.231979,-35.01988,-1,0.6409304,0.6888623,0,0,0,31,0.0312486,0.02526855,-0.3920593,0.9195862,35.55516,2.745895,-30.95392,3.465485,0.3960752,0.5558038,0,0,0,
25,25,20210608, 16:21:02,0.08482265,1.279595,-0.1867322,-0.08658731,0.7768161,0.1221231, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe bvp O,0.02526855,-0.3920593,0.9195862,24,0.1537845,0,0,0,-35.15001,1.231979,-35.01988,-1,0.6409304,0.6888623,0,0,0,31,0.0312486,0.02526855,-0.3920593,0.9195862,35.55516,2.745895,-30.95392,3.465485,0.3960752,0.5558038,0,0,0,
26,26,20210608, 16:21:02,0.08482265,1.279595,-0.1867322,-0.08658731,0.7768161,0.1221231, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe bvp O,0.02526855,-0.3920593,0.9195862,24,0.1537845,0,0,0,-35.15001,1.231979,-35.01988,-1,0.6409304,0.6888623,0,0,0,31,0.0312486,0.02526855,-0.3920593,0.9195862,35.55516,2.745895,-30.95392,3.465485,0.3960752,0.5558038,0,0,0,
27,27,20210608, 16:21:02,0.08484149,1.27956,-0.1867369,-0.0864983,0.7767271,0.1220713, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,-0.02484131,-0.4853516,0.8739471,31,0.2278372,-0.0358429,-0.4853821,0.8735504,-34.95509,1.142197,-35.05972,3.175598,0.640176,0.6851588,0,0,0,31,0.1012207,0.1555481,-0.4764099,0.8653412,35.81905,3.703064,-30.67258,5.34343,0.3697731,0.5305973,0,0,0,
28,28,20210608, 16:21:02,0.08484149,1.27956,-0.1867369,-0.0864983,0.7767271,0.1220713, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,-0.02484131,-0.4853516,0.8739471,31,0.2278372,-0.0358429,-0.4853821,0.8735504,-34.95509,1.142197,-35.05972,3.175598,0.640176,0.6851588,0,0,0,31,0.1012207,0.1555481,-0.4764099,0.8653412,35.81905,3.703064,-30.67258,5.34343,0.3697731,0.5305973,0,0,0,
29,29,20210608, 16:21:02,0.08484149,1.27956,-0.1867369,-0.0864983,0.7767271,0.1220713, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,-0.02484131,-0.4853516,0.8739471,31,0.2278372,-0.0358429,-0.4853821,0.8735504,-34.95509,1.142197,-35.05972,3.175598,0.640176,0.6851588,0,0,0,31,0.1012207,0.1555481,-0.4764099,0.8653412,35.81905,3.703064,-30.67258,5.34343,0.3697731,0.5305973,0,0,0,
30,30,20210608, 16:21:02,0.08484674,1.279614,-0.1867056,-0.08634255,0.7765176,0.1222493, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,-0.02484131,-0.4853516,0.8739471,31,0.2278372,-0.0358429,-0.4853821,0.8735504,-34.95509,1.142197,-35.05972,3.175598,0.640176,0.6851588,0,0,0,31,0.1012207,0.1555481,-0.4764099,0.8653412,35.81905,3.703064,-30.67258,5.34343,0.3697731,0.5305973,0,0,0,
31,31,20210608, 16:21:02,0.08484674,1.279614,-0.1867056,-0.08634255,0.7765176,0.1222493, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,-0.02484131,-0.4853516,0.8739471,31,0.2278372,-0.0358429,-0.4853821,0.8735504,-34.95509,1.142197,-35.05972,3.175598,0.640176,0.6851588,0,0,0,31,0.1012207,0.1555481,-0.4764099,0.8653412,35.81905,3.703064,-30.67258,5.34343,0.3697731,0.5305973,0,0,0,
32,32,20210608, 16:21:02,0.08484674,1.279614,-0.1867056,-0.08634255,0.7765176,0.1222493, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,-0.02484131,-0.4853516,0.8739471,31,0.2278372,-0.0358429,-0.4853821,0.8735504,-34.95509,1.142197,-35.05972,3.175598,0.640176,0.6851588,0,0,0,31,0.1012207,0.1555481,-0.4764099,0.8653412,35.81905,3.703064,-30.67258,5.34343,0.3697731,0.5305973,0,0,0,
33,33,20210608, 16:21:02,0.0848062,1.279582,-0.1866871,-0.08630699,0.7765084,0.1221251, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,0.05249023,-0.47258,0.879715,24,0.310025,0,0,0,-34.95509,1.142197,-35.05972,-1,0.6438209,0.6883989,0,0,0,31,0.1713466,0.05249023,-0.47258,0.879715,35.80292,3.6138,-30.68655,4.671005,0.3832989,0.5336572,0,0,0,
34,34,20210608, 16:21:02,0.0848062,1.279582,-0.1866871,-0.08630699,0.7765084,0.1221251, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,0.05249023,-0.47258,0.879715,24,0.310025,0,0,0,-34.95509,1.142197,-35.05972,-1,0.6438209,0.6883989,0,0,0,31,0.1713466,0.05249023,-0.47258,0.879715,35.80292,3.6138,-30.68655,4.671005,0.3832989,0.5336572,0,0,0,
35,35,20210608, 16:21:02,0.0848062,1.279582,-0.1866871,-0.08630699,0.7765084,0.1221251, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,0.05249023,-0.47258,0.879715,24,0.310025,0,0,0,-34.95509,1.142197,-35.05972,-1,0.6438209,0.6883989,0,0,0,31,0.1713466,0.05249023,-0.47258,0.879715,35.80292,3.6138,-30.68655,4.671005,0.3832989,0.5336572,0,0,0,
36,36,20210608, 16:21:02,0.08480287,1.279549,-0.1866909,-0.08611976,0.7764831,0.122102, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
37,37,20210608, 16:21:02,0.08480287,1.279549,-0.1866909,-0.08611976,0.7764831,0.122102, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
38,38,20210608, 16:21:02,0.08480287,1.279549,-0.1866909,-0.08611976,0.7764831,0.122102, E4_Gsr 1623136861.728 0.2472671, , R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
39,39,20210608, 16:21:02,0.0847683,1.279453,-0.1867265,-0.08598058,0.7765856,0.1218737, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
40,40,20210608, 16:21:02,0.0847683,1.279453,-0.1867265,-0.08598058,0.7765856,0.1218737, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
41,41,20210608, 16:21:02,0.0847683,1.279453,-0.1867265,-0.08598058,0.7765856,0.1218737, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
42,42,20210608, 16:21:02,0.0847435,1.279436,-0.1867564,-0.08599765,0.7766228,0.121729, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
43,43,20210608, 16:21:02,0.0847435,1.279436,-0.1867564,-0.08599765,0.7766228,0.121729, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
44,44,20210608, 16:21:02,0.0847435,1.279436,-0.1867564,-0.08599765,0.7766228,0.121729, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.1439819,-0.5216522,0.8409119,31,0.5974401,-0.0377655,-0.451828,0.8912964,-35.03606,1.362564,-34.95506,3.985947,0.6441113,0.6705554,0,0,0,31,0.4172271,0.1482849,-0.5230713,0.8392792,35.84622,3.596466,-30.68867,5.030853,0.3697026,0.540944,0,0,0,
45,45,20210608, 16:21:02,0.08476973,1.279491,-0.1868272,-0.08607347,0.7767012,0.1216738, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.003295898,-0.5494537,0.835495,31,0.5974401,-0.04406738,-0.4466858,0.8936005,-35.0396,1.362579,-34.95514,4.033417,0.6451141,0.6698018,0,0,0,31,0.4172271,0.00642395,-0.5559387,0.831192,35.82402,3.619232,-30.713,4.302368,0.3882433,0.5457783,0,0,0,
46,46,20210608, 16:21:02,0.08476973,1.279491,-0.1868272,-0.08607347,0.7767012,0.1216738, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.003295898,-0.5494537,0.835495,31,0.5974401,-0.04406738,-0.4466858,0.8936005,-35.0396,1.362579,-34.95514,4.033417,0.6451141,0.6698018,0,0,0,31,0.4172271,0.00642395,-0.5559387,0.831192,35.82402,3.619232,-30.713,4.302368,0.3882433,0.5457783,0,0,0,
47,47,20210608, 16:21:02,0.08476973,1.279491,-0.1868272,-0.08607347,0.7767012,0.1216738, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.003295898,-0.5494537,0.835495,31,0.5974401,-0.04406738,-0.4466858,0.8936005,-35.0396,1.362579,-34.95514,4.033417,0.6451141,0.6698018,0,0,0,31,0.4172271,0.00642395,-0.5559387,0.831192,35.82402,3.619232,-30.713,4.302368,0.3882433,0.5457783,0,0,0,
48,48,20210608, 16:21:02,0.08478594,1.279442,-0.1869609,-0.08610315,0.7767706,0.1215033, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.003295898,-0.5494537,0.835495,31,0.5974401,-0.04406738,-0.4466858,0.8936005,-35.0396,1.362579,-34.95514,4.033417,0.6451141,0.6698018,0,0,0,31,0.4172271,0.00642395,-0.5559387,0.831192,35.82402,3.619232,-30.713,4.302368,0.3882433,0.5457783,0,0,0,
49,49,20210608, 16:21:02,0.08478594,1.279442,-0.1869609,-0.08610315,0.7767706,0.1215033, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.003295898,-0.5494537,0.835495,31,0.5974401,-0.04406738,-0.4466858,0.8936005,-35.0396,1.362579,-34.95514,4.033417,0.6451141,0.6698018,0,0,0,31,0.4172271,0.00642395,-0.5559387,0.831192,35.82402,3.619232,-30.713,4.302368,0.3882433,0.5457783,0,0,0,
50,50,20210608, 16:21:02,0.08478594,1.279442,-0.1869609,-0.08610315,0.7767706,0.1215033, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.003295898,-0.5494537,0.835495,31,0.5974401,-0.04406738,-0.4466858,0.8936005,-35.0396,1.362579,-34.95514,4.033417,0.6451141,0.6698018,0,0,0,31,0.4172271,0.00642395,-0.5559387,0.831192,35.82402,3.619232,-30.713,4.302368,0.3882433,0.5457783,0,0,0,
51,51,20210608, 16:21:02,0.08477879,1.279377,-0.1870654,-0.08615851,0.7768649,0.1214103, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.09460449,-0.4452209,0.8903961,31,0.6911864,0.02380371,-0.6358337,0.7714386,-35.16364,1.874146,-34.82208,3.709076,0.6406723,0.679124,0,0,0,31,0.5132847,0.1098328,-0.3988953,0.9103851,35.80801,3.555481,-30.68268,5.292084,0.3758639,0.5255621,0,0,0,
52,52,20210608, 16:21:02,0.08477879,1.279377,-0.1870654,-0.08615851,0.7768649,0.1214103, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.09460449,-0.4452209,0.8903961,31,0.6911864,0.02380371,-0.6358337,0.7714386,-35.16364,1.874146,-34.82208,3.709076,0.6406723,0.679124,0,0,0,31,0.5132847,0.1098328,-0.3988953,0.9103851,35.80801,3.555481,-30.68268,5.292084,0.3758639,0.5255621,0,0,0,
53,53,20210608, 16:21:02,0.08477879,1.279377,-0.1870654,-0.08615851,0.7768649,0.1214103, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136862.86858 15.07968, R device_subscribe tmp O,0.09460449,-0.4452209,0.8903961,31,0.6911864,0.02380371,-0.6358337,0.7714386,-35.16364,1.874146,-34.82208,3.709076,0.6406723,0.679124,0,0,0,31,0.5132847,0.1098328,-0.3988953,0.9103851,35.80801,3.555481,-30.68268,5.292084,0.3758639,0.5255621,0,0,0,
54,54,20210608, 16:21:02,0.08476496,1.279414,-0.1870463,-0.08606416,0.7768686,0.1214469, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2312469,-0.4399414,0.8677216,31,0.7742987,0.09680176,-0.510788,0.8542328,-34.60823,1.90448,-34.75043,4.35701,0.6109753,0.6569716,0,0,0,31,0.5280136,0.2828064,-0.4091797,0.8675079,36.14085,3.602036,-30.71806,5.240646,0.3431908,0.5260565,0,0,0,
55,55,20210608, 16:21:02,0.08476496,1.279414,-0.1870463,-0.08606416,0.7768686,0.1214469, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2312469,-0.4399414,0.8677216,31,0.7742987,0.09680176,-0.510788,0.8542328,-34.60823,1.90448,-34.75043,4.35701,0.6109753,0.6569716,0,0,0,31,0.5280136,0.2828064,-0.4091797,0.8675079,36.14085,3.602036,-30.71806,5.240646,0.3431908,0.5260565,0,0,0,
56,56,20210608, 16:21:02,0.08476496,1.279414,-0.1870463,-0.08606416,0.7768686,0.1214469, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2312469,-0.4399414,0.8677216,31,0.7742987,0.09680176,-0.510788,0.8542328,-34.60823,1.90448,-34.75043,4.35701,0.6109753,0.6569716,0,0,0,31,0.5280136,0.2828064,-0.4091797,0.8675079,36.14085,3.602036,-30.71806,5.240646,0.3431908,0.5260565,0,0,0,
57,57,20210608, 16:21:02,0.08488631,1.279343,-0.1869662,-0.08583744,0.7767625,0.1214702, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2713318,-0.3991852,0.8757935,31,0.767977,0.1031647,-0.4448395,0.8896332,-34.3688,1.975845,-34.71675,4.507568,0.601404,0.6441885,0,0,0,31,0.5429409,0.3454132,-0.3742676,0.8605804,36.2476,3.560806,-30.78148,5.130157,0.3316696,0.5239426,0,0,0,
58,58,20210608, 16:21:02,0.08488631,1.279343,-0.1869662,-0.08583744,0.7767625,0.1214702, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2713318,-0.3991852,0.8757935,31,0.767977,0.1031647,-0.4448395,0.8896332,-34.3688,1.975845,-34.71675,4.507568,0.601404,0.6441885,0,0,0,31,0.5429409,0.3454132,-0.3742676,0.8605804,36.2476,3.560806,-30.78148,5.130157,0.3316696,0.5239426,0,0,0,
59,59,20210608, 16:21:02,0.08488631,1.279343,-0.1869662,-0.08583744,0.7767625,0.1214702, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2713318,-0.3991852,0.8757935,31,0.767977,0.1031647,-0.4448395,0.8896332,-34.3688,1.975845,-34.71675,4.507568,0.601404,0.6441885,0,0,0,31,0.5429409,0.3454132,-0.3742676,0.8605804,36.2476,3.560806,-30.78148,5.130157,0.3316696,0.5239426,0,0,0,
60,60,20210608, 16:21:02,0.08521199,1.279275,-0.1867909,-0.08539423,0.7764325,0.1211098, E4_Gsr 1623136861.728 0.2472671, E4_Bvp 1623136863.04046 -25.34247, R device_subscribe tmp O,0.2420197,-0.394165,0.8865814,31,0.7751092,0.11203,-0.4472046,0.8873749,-34.36418,1.966034,-34.71761,4.400177,0.5999367,0.6449659,0,0,0,31,0.5616223,0.3564453,-0.3389893,0.870636,36.15771,3.541733,-30.78265,5.045761,0.3336456,0.5201793,0,0,0,
