,Date, Time, Left_pos.x, Left_pos.y, Left_pos.z, Left_rot.x, Left_rot.y, Left_rot.z, EDA, BVP, TMP, combined_x, combined_y, combined_z, r_bit, r_open, r_dir_x, r_dir_y, r_dir_z, r_gaze_origin_x, r_gaze_origin_y, r_gaze_origin_z, r_pupil, r_pupil_pos, r_pupil_pos_x, r_pupil_pos_y, r_frown, r_squeeze, r_widel_bit, l_open, l_dir_x, l_dir_y, l_dir_z, l_gaze_origin_x, l_gaze_origin_y, l_gaze_origin_z, l_pupil, l_pupil_pos, l_pupil_pos_x, l_pupil_pos_y, l_frown, l_squeeze, l_wide
2,20211027, 16:29:03,-0.4263804,1.097451,0.08680873,-0.1046258,0.7551164,0.01228036, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.004882813,-0.10835270000000001,0.9940948000000001,31,1.0,0.004608154000000001,-0.10932919999999999,0.9939879999999999,-32.4411,5.287796,-29.01025,5.072433,0.5201594,0.4283366,0,0,0,31,1.0,0.02513123,-0.03451538,0.9990844999999999,30.22823,7.3560490000000005,-26.02545,5.377899,0.5798420999999999,0.3168342,0,0,0,
3,20211027, 16:29:03,-0.4263804,1.097451,0.08680873,-0.1046258,0.7551164,0.01228036, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.004882813,-0.10835270000000001,0.9940948000000001,31,1.0,0.004608154000000001,-0.10932919999999999,0.9939879999999999,-32.4411,5.287796,-29.01025,5.072433,0.5201594,0.4283366,0,0,0,31,1.0,0.02513123,-0.03451538,0.9990844999999999,30.22823,7.3560490000000005,-26.02545,5.377899,0.5798420999999999,0.3168342,0,0,0,
4,20211027, 16:29:03,-0.4263804,1.097451,0.08680873,-0.1046258,0.7551164,0.01228036, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.004882813,-0.10835270000000001,0.9940948000000001,31,1.0,0.004608154000000001,-0.10932919999999999,0.9939879999999999,-32.4411,5.287796,-29.01025,5.072433,0.5201594,0.4283366,0,0,0,31,1.0,0.02513123,-0.03451538,0.9990844999999999,30.22823,7.3560490000000005,-26.02545,5.377899,0.5798420999999999,0.3168342,0,0,0,
5,20211027, 16:29:03,-0.4263804,1.097451,0.08680873,-0.1046258,0.7551164,0.01228036, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.004882813,-0.10835270000000001,0.9940948000000001,31,1.0,0.004608154000000001,-0.10932919999999999,0.9939879999999999,-32.4411,5.287796,-29.01025,5.072433,0.5201594,0.4283366,0,0,0,31,1.0,0.02513123,-0.03451538,0.9990844999999999,30.22823,7.3560490000000005,-26.02545,5.377899,0.5798420999999999,0.3168342,0,0,0,
6,20211027, 16:29:03,-0.426288,1.0974620000000002,0.08713253,-0.10397169999999999,0.7552329000000001,0.01248285, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,-0.0033874509999999997,-0.06452942,0.9979094999999999,31,1.0,-0.00340271,-0.06452942,0.9978943000000001,-32.43387,5.269791000000001,-29.00212,5.369766,0.5212784,0.42135900000000004,0,0,0,31,1.0,0.02110291,-0.05343628,0.9983368,30.214309999999998,7.284378,-25.84613,5.323135,0.5806533,0.3215314,0,0,0,
7,20211027, 16:29:03,-0.426288,1.0974620000000002,0.08713253,-0.10397169999999999,0.7552329000000001,0.01248285, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,-0.0033874509999999997,-0.06452942,0.9979094999999999,31,1.0,-0.00340271,-0.06452942,0.9978943000000001,-32.43387,5.269791000000001,-29.00212,5.369766,0.5212784,0.42135900000000004,0,0,0,31,1.0,0.02110291,-0.05343628,0.9983368,30.214309999999998,7.284378,-25.84613,5.323135,0.5806533,0.3215314,0,0,0,
8,20211027, 16:29:03,-0.426288,1.0974620000000002,0.08713253,-0.10397169999999999,0.7552329000000001,0.01248285, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,-0.0033874509999999997,-0.06452942,0.9979094999999999,31,1.0,-0.00340271,-0.06452942,0.9978943000000001,-32.43387,5.269791000000001,-29.00212,5.369766,0.5212784,0.42135900000000004,0,0,0,31,1.0,0.02110291,-0.05343628,0.9983368,30.214309999999998,7.284378,-25.84613,5.323135,0.5806533,0.3215314,0,0,0,
9,20211027, 16:29:03,-0.4262184,1.0975,0.08732007,-0.10335710000000001,0.7552793999999999,0.01259352, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,-0.00100708,-0.08190918,0.9966278000000001,31,1.0,-0.00100708,-0.08190918,0.9966278000000001,-32.43213,5.256775,-28.96487,5.095276,0.520776,0.42433339999999997,0,0,0,31,1.0,0.02113342,-0.04660034,0.9986877000000001,30.214309999999998,7.284378,-25.84613,5.324448,0.5806533,0.3203977,0,0,0,
10,20211027, 16:29:03,-0.4262184,1.0975,0.08732007,-0.10335710000000001,0.7552793999999999,0.01259352, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,-0.00100708,-0.08190918,0.9966278000000001,31,1.0,-0.00100708,-0.08190918,0.9966278000000001,-32.43213,5.256775,-28.96487,5.095276,0.520776,0.42433339999999997,0,0,0,31,1.0,0.02113342,-0.04660034,0.9986877000000001,30.214309999999998,7.284378,-25.84613,5.324448,0.5806533,0.3203977,0,0,0,
11,20211027, 16:29:03,-0.4262184,1.0975,0.08732007,-0.10335710000000001,0.7552793999999999,0.01259352, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,-0.00100708,-0.08190918,0.9966278000000001,31,1.0,-0.00100708,-0.08190918,0.9966278000000001,-32.43213,5.256775,-28.96487,5.095276,0.520776,0.42433339999999997,0,0,0,31,1.0,0.02113342,-0.04660034,0.9986877000000001,30.214309999999998,7.284378,-25.84613,5.324448,0.5806533,0.3203977,0,0,0,
12,20211027, 16:29:03,-0.42614890000000005,1.09745,0.08754678,-0.1028268,0.7552203000000001,0.01264621, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.01664734,-0.02604675,0.9995117,31,1.0,-0.002380371,-0.05947876,0.9982146999999999,-32.43555,5.277985,-29.044459999999997,5.155167,0.5211665,0.4205197,0,0,0,31,1.0,0.01832581,-0.02310181,0.9995575000000001,30.214309999999998,7.260757000000001,-25.8007,5.306046,0.5811075,0.31684070000000003,0,0,0,
13,20211027, 16:29:03,-0.42614890000000005,1.09745,0.08754678,-0.1028268,0.7552203000000001,0.01264621, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.01664734,-0.02604675,0.9995117,31,1.0,-0.002380371,-0.05947876,0.9982146999999999,-32.43555,5.277985,-29.044459999999997,5.155167,0.5211665,0.4205197,0,0,0,31,1.0,0.01832581,-0.02310181,0.9995575000000001,30.214309999999998,7.260757000000001,-25.8007,5.306046,0.5811075,0.31684070000000003,0,0,0,
14,20211027, 16:29:03,-0.42614890000000005,1.09745,0.08754678,-0.1028268,0.7552203000000001,0.01264621, E4_Gsr 1635319743.034 1.173922, , R device_subscribe gsr O,0.01664734,-0.02604675,0.9995117,31,1.0,-0.002380371,-0.05947876,0.9982146999999999,-32.43555,5.277985,-29.044459999999997,5.155167,0.5211665,0.4205197,0,0,0,31,1.0,0.01832581,-0.02310181,0.9995575000000001,30.214309999999998,7.260757000000001,-25.8007,5.306046,0.5811075,0.31684070000000003,0,0,0,
15,20211027, 16:29:03,-0.42596890000000004,1.0974270000000002,0.08798608,-0.10193250000000001,0.7551045999999999,0.01291626, E4_Gsr 1635319743.034 1.173922, , R device_subscribe bvp O,0.01356506,-0.02482605,0.9995879999999999,31,1.0,-0.0021972660000000002,-0.06018066,0.9981841999999999,-32.44527,5.2854,-29.059279999999998,5.159393,0.5214719,0.4205197,0,0,0,31,1.0,0.016326900000000002,-0.0186615,0.9996796,30.2139,7.242615,-25.764770000000002,5.28064,0.5814098000000001,0.31643709999999997,0,0,0,
16,20211027, 16:29:03,-0.42596890000000004,1.0974270000000002,0.08798608,-0.10193250000000001,0.7551045999999999,0.01291626, E4_Gsr 1635319743.034 1.173922, , R device_subscribe bvp O,0.01356506,-0.02482605,0.9995879999999999,31,1.0,-0.0021972660000000002,-0.06018066,0.9981841999999999,-32.44527,5.2854,-29.059279999999998,5.159393,0.5214719,0.4205197,0,0,0,31,1.0,0.016326900000000002,-0.0186615,0.9996796,30.2139,7.242615,-25.764770000000002,5.28064,0.5814098000000001,0.31643709999999997,0,0,0,
17,20211027, 16:29:03,-0.42596890000000004,1.0974270000000002,0.08798608,-0.10193250000000001,0.7551045999999999,0.01291626, E4_Gsr 1635319743.034 1.173922, , R device_subscribe bvp O,0.01356506,-0.02482605,0.9995879999999999,31,1.0,-0.0021972660000000002,-0.06018066,0.9981841999999999,-32.44527,5.2854,-29.059279999999998,5.159393,0.5214719,0.4205197,0,0,0,31,1.0,0.016326900000000002,-0.0186615,0.9996796,30.2139,7.242615,-25.764770000000002,5.28064,0.5814098000000001,0.31643709999999997,0,0,0,
18,20211027, 16:29:03,-0.4259273,1.097457,0.08815455,-0.10166060000000002,0.7550153000000001,0.01300579, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.005981445,-0.03565979,0.9993439000000001,31,1.0,-0.003295898,-0.05599976,0.9984130999999999,-32.44937,5.268707,-29.00447,5.160904,0.5217735,0.41991369999999995,0,0,0,31,1.0,0.01541138,-0.01499939,0.9997559000000001,30.213620000000002,7.244903999999999,-25.759220000000003,5.281982,0.5815720999999999,0.3157006,0,0,0,
19,20211027, 16:29:03,-0.4259273,1.097457,0.08815455,-0.10166060000000002,0.7550153000000001,0.01300579, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.005981445,-0.03565979,0.9993439000000001,31,1.0,-0.003295898,-0.05599976,0.9984130999999999,-32.44937,5.268707,-29.00447,5.160904,0.5217735,0.41991369999999995,0,0,0,31,1.0,0.01541138,-0.01499939,0.9997559000000001,30.213620000000002,7.244903999999999,-25.759220000000003,5.281982,0.5815720999999999,0.3157006,0,0,0,
20,20211027, 16:29:03,-0.4259273,1.097457,0.08815455,-0.10166060000000002,0.7550153000000001,0.01300579, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.005981445,-0.03565979,0.9993439000000001,31,1.0,-0.003295898,-0.05599976,0.9984130999999999,-32.44937,5.268707,-29.00447,5.160904,0.5217735,0.41991369999999995,0,0,0,31,1.0,0.01541138,-0.01499939,0.9997559000000001,30.213620000000002,7.244903999999999,-25.759220000000003,5.281982,0.5815720999999999,0.3157006,0,0,0,
21,20211027, 16:29:03,-0.42582309999999995,1.097378,0.08832125,-0.10143719999999999,0.7548044,0.01306851, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.009872437,-0.02360535,0.9996643,31,1.0,-0.000579834,-0.04808044,0.9988403,-32.47063,5.268707,-28.991390000000003,5.163406,0.5220444000000001,0.41846239999999996,0,0,0,31,1.0,0.01509094,-0.011367799999999999,0.9998169,30.21448,7.246169999999999,-25.76379,5.238876,0.5815939,0.3150716,0,0,0,
22,20211027, 16:29:03,-0.42582309999999995,1.097378,0.08832125,-0.10143719999999999,0.7548044,0.01306851, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.009872437,-0.02360535,0.9996643,31,1.0,-0.000579834,-0.04808044,0.9988403,-32.47063,5.268707,-28.991390000000003,5.163406,0.5220444000000001,0.41846239999999996,0,0,0,31,1.0,0.01509094,-0.011367799999999999,0.9998169,30.21448,7.246169999999999,-25.76379,5.238876,0.5815939,0.3150716,0,0,0,
23,20211027, 16:29:03,-0.42582309999999995,1.097378,0.08832125,-0.10143719999999999,0.7548044,0.01306851, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.009872437,-0.02360535,0.9996643,31,1.0,-0.000579834,-0.04808044,0.9988403,-32.47063,5.268707,-28.991390000000003,5.163406,0.5220444000000001,0.41846239999999996,0,0,0,31,1.0,0.01509094,-0.011367799999999999,0.9998169,30.21448,7.246169999999999,-25.76379,5.238876,0.5815939,0.3150716,0,0,0,
24,20211027, 16:29:03,-0.42567609999999995,1.0973620000000002,0.08850409,-0.1013184,0.754657,0.01324083, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
25,20211027, 16:29:03,-0.42567609999999995,1.0973620000000002,0.08850409,-0.1013184,0.754657,0.01324083, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
26,20211027, 16:29:03,-0.42567609999999995,1.0973620000000002,0.08850409,-0.1013184,0.754657,0.01324083, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
27,20211027, 16:29:03,-0.4255859,1.0971469999999999,0.08874129,-0.10057260000000001,0.7541351,0.01336517, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
28,20211027, 16:29:03,-0.4255859,1.0971469999999999,0.08874129,-0.10057260000000001,0.7541351,0.01336517, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
29,20211027, 16:29:03,-0.4255859,1.0971469999999999,0.08874129,-0.10057260000000001,0.7541351,0.01336517, E4_Gsr 1635319743.034 1.173922, , R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
30,20211027, 16:29:03,-0.4255865,1.097169,0.08878431,-0.1007065,0.7540566,0.01322267, E4_Gsr 1635319743.034 1.173922, E4_Bvp 1635319743.95713 -3.981491, R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
31,20211027, 16:29:03,-0.4255865,1.097169,0.08878431,-0.1007065,0.7540566,0.01322267, E4_Gsr 1635319743.034 1.173922, E4_Bvp 1635319743.95713 -3.981491, R device_subscribe tmp O,0.0068206790000000005,-0.02224731,0.9997253,31,1.0,-0.005874634,-0.051391599999999996,0.9986572,-32.47084,5.285248,-28.991390000000003,5.162033,0.5229234,0.41846239999999996,0,0,0,31,1.0,0.01480103,-0.00390625,0.9998779000000001,30.21745,7.2491460000000005,-25.764770000000002,5.210983000000001,0.5815501000000001,0.31370790000000004,0,0,0,
